area,perimeter,eccentricity,solidity,equivalent_diameter,orientation,major_axis_length,minor_axis_length
6390.0,500.6345596729059,0.9453923738649547,0.7489451476793249,90.19978209983486,1.4893978479514156,182.34722759330293,59.43324158386978
3103537.0,155147.64142084346,0.6342933119317822,0.6210875055533986,1987.8496011893687,1.5115405841523828,2900.7580033961663,2242.554220874438
2135.0,228.40916292848976,0.8404084429211102,0.8026315789473685,52.137955732935794,1.5607778443297509,76.03485273630295,41.20735827362634
2978.0,328.8528137423857,0.9167238639832331,0.7966827180310326,61.576841135457045,-1.527229635336947,113.94407071540081,45.523095815497214
9282.0,779.6782822743016,0.537049109602309,0.6556473829201102,108.71158840819032,1.0528839154348535,137.24972352383585,115.77713862189078
2870.0,240.30865786510142,0.6037308134990094,0.8657616892911011,60.44995858881887,1.0325148771120538,71.01149579328782,56.60953001206305
9888.0,649.7066735052979,0.7618870296657463,0.6831088082901554,112.20424509946712,-1.043452803712263,164.1016457626372,106.29026556663312
2619.0,295.22034611053283,0.8966685253526583,0.7185185185185186,57.74611993598696,-1.345044417656708,99.60917977843503,44.09723877618745
7986.0,618.1980515339463,0.793297252982983,0.7149507609668756,100.8369525732259,1.2988939150456424,157.75773763354428,96.04835590690708
3059.0,379.4041122946064,0.5881932670383293,0.7304202483285578,62.40865138219911,0.36993997073158447,80.35676764673048,64.98615703721987
11152.0,595.7716446627535,0.6716073097232514,0.8162189855814975,119.16025932703627,-0.3707049758704142,153.02553787421616,113.3777375122084
5562.0,489.6711395993652,0.8684153583312291,0.6678674351585014,84.15318382460033,0.30255397314172494,141.3610453739762,70.0920986413732
6295.0,555.0264786586926,0.9383068360330059,0.6719684030742955,89.52677216401723,-0.4514915686223326,179.97533582842806,62.236158512201406
4764.0,352.6761902332485,0.8331815401627234,0.8213793103448276,77.88268864849438,-1.2447535871996147,113.25279581735644,62.628747051597685
2814.0,329.84776310850236,0.9483225097409322,0.6688851913477537,59.85729762430599,1.5278862794328805,130.02106006859256,41.256732906444824
2322.0,212.3086578651014,0.7913542417650484,0.9105882352941177,54.373359495942935,-0.0786484515761629,71.56720727580134,43.753176504100175
2233.0,246.59292911256333,0.8547801523041704,0.7794066317626527,53.3211393669867,-1.0922644363088265,80.01500322262893,41.52700742292555
4751.0,537.7178207935912,0.9294575002362496,0.6344818376068376,77.77635294250275,-0.2311472266848432,166.77248375574683,61.52723915911393
3675.0,358.7289680818844,0.9376904877398105,0.875208382948321,68.40435166640879,0.08417519656563245,123.98489087938022,43.08123490304683
2559.0,321.6639969244288,0.6546866501872175,0.7535335689045937,57.080819852007046,1.50649501014805,79.41010937000945,60.02613214186253
3904.0,344.43354954612926,0.8076093460906161,0.8518437704560332,70.50338419286038,-0.8890136946546785,98.98284236586464,58.37194911264364
2204.0,214.02438661763952,0.6821745518537692,0.919482686691698,52.97376668310739,-0.30802864850645895,66.64222529889028,48.72808609379433
2063.0,237.19595949289334,0.8333415391845224,0.834546925566343,51.251274918665594,0.4190696644145317,79.87331811905881,44.15064971527804
3249.0,311.22034611053283,0.671953694986658,0.7468965517241379,64.31761252444421,-1.254620467080156,83.76665124772505,62.037009128597276
4372.0,280.5929291125633,0.6548924629199535,0.9131161236424394,74.6096728955578,0.8201460482378263,90.57256216249695,68.44768505705241
