area,perimeter,eccentricity,solidity,equivalent_diameter,orientation,major_axis_length,minor_axis_length
8734.0,768.5584412271571,0.8684084422465483,0.5804093567251462,105.45365893944559,-1.0975038432115625,218.95387343448695,108.56817987812957
196.0,54.76345596729059,0.7751847977669448,0.9607843137254902,15.797308339337176,-1.504649460227626,20.398230700185092,12.886266892748239
97.0,37.31370849898476,0.8695372973466216,0.941747572815534,11.11324596323283,-1.4916494369142663,15.955919017122213,7.8801062969162325
989799.0,52672.05140896564,0.9248728996686484,0.4018877945034947,1122.6091163621109,-1.2261532836062068,2919.0006718720433,1110.0269867353206
2598.0,404.3858223313768,0.9848999919860677,0.7145214521452146,57.51414032411467,1.4575643510552392,166.55421055380305,28.83457271324821
15632.0,1212.0985924910847,0.9054281831540743,0.6959309055293385,141.0789869658131,-1.322764112978869,281.45141402248834,119.47597778063705
5510.0,501.9421715174808,0.979136155064499,0.7790188039021632,83.75887947848125,-1.5564462984726446,207.56269075704157,42.17783674881503
893.0,145.77564927611036,0.917133077691505,0.8480531813865148,33.71947380147709,-1.1878129610129409,58.09333542927422,23.154907325471015
37.0,26.48528137423857,0.9461336691255912,0.9487179487179487,6.863662517577698,1.558986171309972,12.441197144873389,4.02816454292314
30770.0,2347.33636201307,0.9326924530308325,0.5791018933263071,197.93327358355128,-1.4044471785742576,420.68128096511924,151.72824850788564
120.0,38.384776310850235,0.7280529570716785,0.9836065573770492,12.360774464742066,-1.5034897413758808,14.922000429042363,10.22934302637345
219.0,54.2842712474619,0.7425182624505803,0.9563318777292577,16.698486766680407,1.336892539903546,20.413407358342518,13.673427334813884
85.0,31.556349186104043,0.6685351664065012,0.9770114942528736,10.403141895720198,1.4019512736128041,12.04567461257834,8.95813368476073
650.0,99.98275605729688,0.5454001583373479,0.9298998569384835,28.76813695875796,-1.1064990594571984,32.23238240529395,27.016402823475907
48.0,24.970562748477143,0.8132110131306249,0.9411764705882353,7.817640190446719,-0.5006353268543006,10.322869945397185,6.007589688734846
49.0,22.727922061357855,0.4138506212220425,1.0,7.898654169668588,-0.785398163397449,8.261047025600549,7.520401240547307
269.0,63.11269837220809,0.44382361716621704,0.9405594405594405,18.5067943613625,0.6859352247903224,20.19125066344973,18.09366573006835
105.0,36.62741699796952,0.7984732654497924,0.9813084112149533,11.562445770562215,-0.8408753710882316,14.943029223487805,8.996155897751384
2373.0,210.45079348883237,0.8978629187763678,0.9338842975206612,54.96723969471763,1.2109794681444614,84.56853364817219,37.23342108843888
33.0,19.556349186104043,0.7398539074547796,0.9705882352941176,6.4820448144285745,0.9571676001143951,7.944432974308632,5.3447568221639
125.0,39.21320343559643,0.4698289278148809,0.9615384615384616,12.6156626101008,-0.23052662676969318,13.443348189373614,11.867216247261412
1087.0,181.58073580374355,0.8485589223381591,0.837442218798151,37.202303492218356,-1.1003643410685833,57.39710191883133,30.368857899681853
6534.0,367.22034611053283,0.7752938225874039,0.8970345963756178,91.21045546043257,-0.2121018174573717,119.17003599724598,75.26788234520221
27.0,16.727922061357855,0.5281094452574664,1.0,5.863230142835039,-1.0793994651712318,6.392038415244998,5.427967626317719
5750.0,422.0315292925759,0.8762232934927101,0.7646276595744681,85.56358677747905,0.403372610686817,134.6710386611553,64.8986903295646
77850.0,4521.753893105772,0.5238997520546259,0.6420247903213835,314.8359867576012,0.20830020910286576,417.1399844060668,355.3114668758552
1970.0,266.3086578651014,0.9434470247576723,0.7820563715760223,50.08275055473961,-1.5700476628602296,96.83582519571162,32.103334230534074
189.0,49.4558441227157,0.733183233546854,0.984375,15.512648837479231,-1.0456297049142536,18.912842469617612,12.861321751220764
272.0,78.76955262170047,0.9431103305496662,0.8242424242424242,18.609705966725112,-1.1184346636862794,34.48881425248175,11.466838577373517
129.0,40.62741699796952,0.7508764304271702,0.9772727272727273,12.815923738491737,0.2814325321028288,15.787735212549881,10.426894784359845
32.0,18.727922061357855,0.6640682217705317,0.9696969696969697,6.383076486422923,0.2664863555866737,7.394051427729846,5.52832510658393
181.0,67.84062043356595,0.9261631545355725,0.7669491525423728,15.180789096653193,0.7552967439022146,28.531620186752207,10.759932244356898
262.0,61.112698372208094,0.8156608771152286,0.966789667896679,18.26441241104166,0.7819538442726847,24.112664522264208,13.949907571806266
362.0,83.11269837220809,0.9334891309322862,0.9576719576719577,21.468877828012552,-1.5588587895108352,36.00450265486658,12.91141959450794
11337.0,785.1513703397204,0.8943015588696137,0.7490584737363727,120.14456591399605,1.5605275386341915,206.92742183395205,92.59273154416006
259.0,58.04163056034261,0.6719036315988551,0.9700374531835206,18.159544104586082,-0.05613758111470391,21.13411472234364,15.65274076973063
85.0,31.798989873223327,0.5040061118687627,0.9659090909090909,10.403141895720198,-0.7058704105970668,11.207405653805285,9.679837231197226
112.0,42.62741699796952,0.9135995345382452,0.9333333333333333,11.941642642883693,1.224541845556604,18.765005147247916,7.630135619952062
9241.0,723.2518754031088,0.9483666485601324,0.6585661345496009,108.47122490733494,1.0252152634858325,220.7132009351671,70.00495976742017
78.0,30.97056274847714,0.73071708240984,0.9629629629629629,9.965574970333758,1.355532045067308,12.055913972595997,8.23033632266914
222.0,62.18376618407356,0.2586078559823377,0.9288702928870293,16.812470934731934,0.9225549243058687,18.436676775788023,17.809505086315717
1304.0,144.12489168102786,0.6094253681681335,0.9374550682961897,40.74683259266482,1.259945344466932,46.97453352096607,37.24345075751504
18.0,13.313708498984761,0.3973597071195132,1.0,4.787307364817192,1.5707963267948966,5.033222956847166,4.618802153517006
169.0,46.87005768508881,0.6926149134502005,0.9657142857142857,14.668929172241665,-1.2899742417821847,17.283654278287585,12.466830322271457
2256.0,202.36753236814715,0.6776189233075431,0.8991630131526505,53.595040935916145,-1.5517139816339163,64.8546353383857,47.694955792735996
162.0,49.798989873223334,0.86103851684233,0.9473684210526315,14.361922094451577,-1.4932172984135152,20.56483363134327,10.45803525629575
135.0,40.384776310850235,0.5729235468071284,0.9782608695652174,13.110581167104948,1.3888374258394494,14.497864079245057,11.882577197032623
236.0,60.76955262170047,0.8676233574472568,0.9516129032258065,17.334489682638438,1.0752771695799062,24.797995053843973,12.330108505347997
498.0,103.6335136523794,0.8592434497165508,0.8556701030927835,25.180812005932435,-0.93860382849357,38.950577409371185,19.92582617444445
4557.0,513.286363288515,0.7762187694970042,0.6604347826086957,76.17186229414466,-1.2061364443819438,116.74495159564658,73.60344903435363
798.0,120.36753236814712,0.7840635793751792,0.8702290076335878,31.875463238965796,1.23537473397949,42.759403009034955,26.53992834262932
85.0,32.384776310850235,0.598158901022361,0.9550561797752809,10.403141895720198,0.2492927341002268,11.728781313785621,9.399181678690615
53.0,24.970562748477143,0.7229419999443611,0.9814814814814815,8.214724333230155,0.7293231203359626,9.917379623582613,6.852004099840662
866.0,124.71067811865476,0.8362029390001503,0.8974093264248705,33.20580439833751,0.9540878235497772,46.29452943949709,25.388852099071578
117.0,40.87005768508881,0.8640100624872322,0.9590163934426229,12.205286835384658,-0.8102324935495692,17.24484291428842,8.682339344953931
34.0,19.556349186104043,0.526623293149129,0.9714285714285714,6.579524642479541,-1.2390046350252237,7.1898664090832,6.112096541590612
240.0,62.76955262170047,0.8110160591053139,0.9486166007905138,17.480774889473267,1.4059554337300224,23.463094074556594,13.72647056698426
101.0,36.384776310850235,0.8014927131694491,0.9528301886792453,11.340070282773887,-1.1867010618597134,14.680769540605066,8.779166846724138
877.0,113.49747468305833,0.6611482219160362,0.9637362637362638,33.416030295843605,-0.2362962521308248,39.169271638451875,29.38695399574804
